"letzter Abo - Auftrag: Auftrag";"letzter Abo - Auftrag: Kündigung erfasst am";"SAP GP Nummer";"Emailkontakt Text"
"2115137036-0010";"20.04.2026";"0018171380";"SHZV-Nein"
"2114820508-0020";"20.04.2026";"0018935555";"SHZV-Ja"
"2114845775-0010";"20.04.2026";"0016075086";"SHZV-Ja"
"2115193570-0010";"20.04.2026";"0018710748";"BEIV-Ja;SHZV-Ja"
"2115193549-0010";"20.04.2026";"0017481847";"BEIV-Ja;SHZV-Ja"
"2110288151-0020";"20.04.2026";"0016060224";"SHZV-Nein"
"2113203050-0010";"20.04.2026";"0018061415";"SHZV-Nein;SHJV-Nein"
"2114054692-0010";"20.04.2026";"0019336901";""
"2112131859-0010";"20.04.2026";"0017842210";""
"2110217462-0010";"20.04.2026";"0016149220";"Global-Nein"
"2113504524-0010";"20.04.2026";"0016096207";""
"2111874911-0020";"20.04.2026";"0018206483";"SHZV-Ja"
"2110289297-0010";"20.04.2026";"0016220178";"SHZV-Nein"
"2113160271-0010";"20.04.2026";"0016239369";""
"2110252238-0010";"20.04.2026";"0016020349";"Global-Nein"
"2110492190-0030";"20.04.2026";"0017169096";"Global-Nein"
"2110466136-0030";"20.04.2026";"0016010330";"Global-Nein"
"2110486397-0010";"20.04.2026";"0017401971";"Global-Nein"
"2112000801-0010";"20.04.2026";"0018310741";"Global-Nein"
"2114548216-0010";"20.04.2026";"0019464128";"Global-Nein"
"2114845257-0010";"20.04.2026";"0016063797";"Global-Nein"
"2114270905-0010";"20.04.2026";"0019397879";"Global-Nein"
"2115168015-0010";"20.04.2026";"0018537915";"Global-Nein"
"2113131076-0010";"20.04.2026";"0018725850";"SHZV-Ja"
"2110467907-0010";"20.04.2026";"0017590013";""
"2114819375-0020";"20.04.2026";"0017350949";"SHZV-Ja"
"2114823796-0020";"20.04.2026";"0016004755";"SHZV-Ja"
"2114866798-0010";"20.04.2026";"0019518675";"SHZV-Ja"
"2114902336-0010";"20.04.2026";"0019212147";"SHZV-Ja"
"2114940322-0010";"20.04.2026";"0019266850";"SHZV-Ja"
"2110215303-0040";"20.04.2026";"0016515669";"SHZV-Ja"
"2114399364-0010";"20.04.2026";"0019429373";"SHZV-Ja"
"2114871132-0010";"20.04.2026";"0019194486";"BEIV-Nein;NOZV-Nein;SHZV-Ja;HBWV-Nein;SHJV-Nein"
"2113668646-0010";"20.04.2026";"0018826007";"SHZV-Ja"
"2114423730-0010";"20.04.2026";"0019428660";"SHZV-Nein;SHZA-Nein"
"2114983337-0010";"20.04.2026";"0019575242";""
"2115192160-0010";"20.04.2026";"0019597307";"SHZV-Nein"
"2115191921-0010";"20.04.2026";"0019624156";"SHZV-Ja"
"2110369787-0030";"20.04.2026";"0017343040";"BEIV-Ja;SHZV-Ja"
"2114811010-0010";"20.04.2026";"0016049621";"SHZV-Ja"
"2114816444-0020";"20.04.2026";"0019201060";"SHZV-Ja"
"2114823121-0020";"20.04.2026";"0017403299";"SHZV-Ja"
"2114838428-0010";"20.04.2026";"0016046031";"SHZV-Ja"
"2115177934-0010";"20.04.2026";"0019471889";"SHZV-Ja"
"2115179630-0010";"20.04.2026";"0018590668";"BEIV-Ja;SHZV-Ja"
"2115182329-0010";"20.04.2026";"0016655641";"SHZV-Ja"
"2115183844-0010";"20.04.2026";"0016334963";"BEIV-Ja;SHZV-Ja"
"2115186356-0010";"20.04.2026";"0019622843";"SHZV-Ja"
"2115187649-0010";"20.04.2026";"0019623170";"SHZV-Ja"
"2115188086-0010";"20.04.2026";"0015492722";"BEIV-Ja;SHZV-Nein"
"2115188435-0010";"20.04.2026";"0017559993";"SHZV-Nein;SHJV-Nein"
"2115188322-0010";"20.04.2026";"0019559806";"SHZV-Nein"
"2115188945-0010";"20.04.2026";"0019623466";"SHZV-Ja"
"2115189833-0010";"20.04.2026";"0019163250";"SHZV-Nein"
"2115186763-0010";"20.04.2026";"0019622988";"SHZV-Ja"
"2115191206-0010";"20.04.2026";"0018915771";"BEIV-Ja;SHZV-Ja"
"2115191759-0010";"20.04.2026";"0018648334";"BEIV-Ja;SHZV-Ja"
"2115192295-0010";"20.04.2026";"0019624248";"BEIV-Ja"
"2115192874-0010";"20.04.2026";"0019624371";"BEIV-Nein"
"2113769259-0010";"20.04.2026";"0019044839";"SHZV-Ja"
"2114679487-0010";"20.04.2026";"0018198792";"SHZV-Ja"
"2114867182-0010";"20.04.2026";"0019020180";"BEIV-Ja;SHZV-Nein"
"2115013181-0010";"20.04.2026";"0017600460";"SHZV-Ja"
"2115192995-0010";"20.04.2026";"0019484558";"SHZV-Ja"
"2112130126-0010";"20.04.2026";"0017838881";"BEIV-Ja;SHZV-Ja"
"2110311652-0010";"20.04.2026";"0016472237";"SHZV-Ja;SHZA-Nein"
"2110294058-0050";"20.04.2026";"0016663162";"BEIV-Ja;SHZV-Ja"
"2114917019-0010";"20.04.2026";"0019042060";"SHZV-Ja"
"2114690651-0010";"20.04.2026";"0017421217";"BEIV-Nein;SHZV-Ja;BEIA-Nein"
"2114882303-0010";"20.04.2026";"0018316912";"SHZV-Nein"
"2112280347-0010";"21.04.2026";"0018708974";""
"2114973143-0010";"21.04.2026";"0019565985";"SHZV-Ja"
"2115044941-0010";"21.04.2026";"0019591167";""
"2113317159-0010";"21.04.2026";"0018280737";""
"2113670776-0010";"21.04.2026";"0018295277";"SHZV-Nein"
"2112131941-0010";"21.04.2026";"0018307956";"Global-Nein"
"2112955727-0010";"21.04.2026";"0017861753";""
"2111471996-0010";"21.04.2026";"0018372631";"SHZV-Nein"
"2111616900-0010";"21.04.2026";"0017824238";"SHZV-Nein"
"2113141307-0010";"21.04.2026";"0019006281";""
"2110360004-0010";"21.04.2026";"0016348972";"BEIV-Ja;SHZV-Ja"
"2110310942-0010";"21.04.2026";"0016234191";"Global-Nein"
"2111255955-0010";"21.04.2026";"0018290129";""
"2110812261-0030";"21.04.2026";"0018130150";""
"2112120381-0010";"21.04.2026";"0018587905";""
"2113524527-0010";"21.04.2026";"0017202143";"SHZV-Ja"
"2112202583-0020";"21.04.2026";"0017651975";"SHZV-Ja"
"2113312916-0010";"21.04.2026";"0016070786";""
"2114085741-0010";"21.04.2026";"0016423744";"SHZV-Ja"
"2114439533-0010";"21.04.2026";"0017036171";"SHZV-Ja"
"2110216424-0010";"21.04.2026";"0016358136";"SHZV-Ja"
"2114465470-0010";"21.04.2026";"0017408063";"SHZV-Ja"
"2114526971-0010";"21.04.2026";"0016330336";"SHZV-Ja"
"2111681108-0010";"21.04.2026";"0016697595";""
"2114696510-0010";"21.04.2026";"0019507379";""
"2114708188-0010";"21.04.2026";"0019510342";"BEIV-Ja"
"2114738143-0020";"21.04.2026";"0019461345";"SHZV-Ja"
"2114754065-0010";"21.04.2026";"0016414083";"SHZV-Ja"
"2114616115-0010";"21.04.2026";"0016213715";"SHZV-Ja"
"2114778454-0010";"21.04.2026";"0016696087";"SHZV-Nein"
"2114796896-0010";"21.04.2026";"0018254557";"SHZV-Ja"
"2113641342-0010";"21.04.2026";"0017522575";"SHZV-Ja"
"2114807709-0020";"21.04.2026";"0018148519";"BEIV-Ja;SHZV-Ja"
"2114811545-0010";"21.04.2026";"0019535183";"SHZV-Nein"
"2114813702-0020";"21.04.2026";"0018704627";"SHZV-Ja"
"2114848429-0010";"21.04.2026";"0018561416";"SHZV-Ja"
"2114856771-0010";"21.04.2026";"0018455877";"SHZV-Ja"
"2114896927-0010";"21.04.2026";"0019263223";"SHZV-Ja"
"2114924731-0010";"21.04.2026";"0019100998";"SHZV-Ja"
"2112131409-0010";"21.04.2026";"0017837315";""
"2113256919-0010";"21.04.2026";"0018505331";"Global-Nein"
"2111518406-0010";"21.04.2026";"0018399138";""
"2110794186-0010";"21.04.2026";"0018123791";""
"2114911250-0010";"21.04.2026";"0019164525";"SHZV-Ja"
"2110458761-0010";"21.04.2026";"0016003883";"Global-Nein"
"2110518587-0010";"21.04.2026";"0017339714";"BEIV-Nein"
"2110240477-0010";"21.04.2026";"0016178909";""
"2113097243-0010";"21.04.2026";"0017405873";"Global-Nein"
"2111500982-0010";"21.04.2026";"0018213134";"Global-Nein"
"2110266062-0020";"21.04.2026";"0016036215";"Global-Nein"
"2113258919-0010";"21.04.2026";"0019078039";"SHZV-Nein"
"2114316771-0010";"21.04.2026";"0016069289";"SHZV-Nein"
"2113701611-0010";"21.04.2026";"0019057397";"SHZV-Nein"
"2115022905-0010";"21.04.2026";"0019584999";""
"2111489666-0010";"21.04.2026";"0016005480";"Global-Nein"
"2112956699-0010";"21.04.2026";"0017860214";"Global-Nein"
"2112682280-0010";"21.04.2026";"0018858022";"Global-Nein"
"2110236550-0020";"21.04.2026";"0016006443";"Global-Nein"
"2110500494-0010";"21.04.2026";"0017405819";"SHZV-Nein"
"2110234846-0070";"21.04.2026";"0016376629";"SHZV-Ja"
"2113811392-0010";"21.04.2026";"0019261564";"SHZV-Nein"
"2113917716-0010";"21.04.2026";"0019287825";"Global-Nein"
"2113915446-0010";"21.04.2026";"0016042995";"Global-Nein"
"2115044271-0010";"21.04.2026";"0018057064";"Global-Nein"
"2112451244-0010";"21.04.2026";"0016373096";"Global-Nein"
"2115169171-0010";"21.04.2026";"0019618020";""
"2113969460-0020";"21.04.2026";"0018766948";"SHZV-Ja"
"2110799374-0020";"21.04.2026";"0018125784";"SHZV-Ja"
"2113499320-0010";"21.04.2026";"0016453478";""
"2112721031-0010";"21.04.2026";"0016457953";"BEIV-Ja;SHZV-Ja"
"2114487987-0010";"21.04.2026";"0016415057";"SHZV-Ja"
"2114627632-0010";"21.04.2026";"0018973682";"BEIV-Ja;SHZV-Ja"
"2114817787-0020";"21.04.2026";"0018462748";"BEIV-Ja;SHZV-Ja"
"2114996727-0010";"21.04.2026";"0019578350";"SHZV-Ja"
"2113396599-0010";"21.04.2026";"0018592484";"BEIV-Ja"
"2114886881-0010";"21.04.2026";"0017838529";"BEIV-Ja;SHZV-Ja"
"2115182666-0010";"21.04.2026";"0018506501";"BEIV-Ja;SHZV-Ja"
"2110383397-0020";"21.04.2026";"0016132661";"SHZV-Ja"
"2115062622-0010";"21.04.2026";"0017499819";""
"2115137697-0010";"21.04.2026";"0016171503";"SHZV-Ja"
"2110268260-0030";"21.04.2026";"0016421452";"Global-Nein"
"2114936740-0020";"21.04.2026";"0019272397";"SHZV-Ja"
"2114967183-0010";"21.04.2026";"0017465671";"SHZV-Ja"
"2115085104-0010";"21.04.2026";"0017562974";"Global-Nein"
"2115121099-0010";"21.04.2026";"0019608202";"SHZV-Ja"
"2114911256-0010";"21.04.2026";"0018972442";"SHZV-Ja"
"2114088286-0010";"21.04.2026";"0018828968";"SHZV-Ja"
"2115107647-0010";"21.04.2026";"0019234191";"BEIV-Ja;SHZV-Ja"
"2115165953-0010";"21.04.2026";"0018440356";"BEIV-Ja;SHZV-Ja"
"2115145392-0020";"21.04.2026";"0019613237";"SHZV-Ja"
"2115149557-0020";"21.04.2026";"0019613862";""
"2112909130-0010";"21.04.2026";"0018440313";""
"2111305246-0010";"21.04.2026";"0018281217";"SHZV-Ja"
"2112872542-0010";"21.04.2026";"0017499380";""
"2114792986-0010";"21.04.2026";"0016315566";"Global-Nein"
"2114813598-0020";"21.04.2026";"0016442028";"SHZV-Ja"
"2114814228-0020";"21.04.2026";"0016238209";"SHZV-Ja"
"2114816486-0020";"21.04.2026";"0019126145";""
"2114822472-0020";"21.04.2026";"0018651095";"BEIV-Ja;SHZV-Ja"
"2114830362-0020";"21.04.2026";"0016160390";"SHZV-Ja"
"2114861426-0010";"21.04.2026";"0017860678";"BEIV-Ja;SHZV-Ja"
"2110352809-0010";"21.04.2026";"0016135131";""
"2113574691-0010";"21.04.2026";"0019190069";""
"2115188282-0010";"21.04.2026";"0019623314";"BEIV-Ja;SHZV-Ja"
"2115184236-0010";"21.04.2026";"0019610253";"BEIV-Ja;SHZV-Ja"
"2115188516-0010";"21.04.2026";"0018687348";"SHZV-Ja"
"2115189783-0010";"21.04.2026";"0019623685";"Global-Nein"
"2115190083-0010";"21.04.2026";"0019623649";"SHZV-Ja"
"2115189685-0010";"21.04.2026";"0019426145";"SHZV-Ja"
"2115189541-0010";"21.04.2026";"0016229844";"SHZV-Ja"
"2115191913-0010";"21.04.2026";"0019624153";"SHZV-Nein"
"2115192581-0010";"21.04.2026";"0018586184";"SHZV-Ja"
"2115192675-0010";"21.04.2026";"0019248958";"SHZV-Nein"
"2115192498-0010";"21.04.2026";"0019581635";"SHZV-Nein"
"2115191910-0010";"21.04.2026";"0019499020";"SHZV-Ja"
"2114381851-0020";"21.04.2026";"0019058091";"SHZV-Ja"
"2115193148-0010";"21.04.2026";"0019624428";"SHZV-Ja"
"2115193882-0010";"21.04.2026";"0019624671";""
"2115193151-0010";"21.04.2026";"0019624429";"SHZV-Ja"
"2115121899-0020";"21.04.2026";"0019566040";"SHZV-Ja"
"2115162251-0010";"21.04.2026";"0019616400";""
"2115188190-0010";"21.04.2026";"0019037742";"Global-Nein"
"2115192292-0010";"21.04.2026";"0018823030";"BEIV-Ja"
"2115192294-0010";"21.04.2026";"0016085447";"BEIV-Ja;SHZV-Ja"
"2113670610-0010";"21.04.2026";"0019083937";"SHZV-Ja"
"2114239590-0010";"21.04.2026";"0017698718";"BEIV-Ja;SHZV-Ja"
"2114319682-0020";"21.04.2026";"0018949520";"BEIV-Ja;SHZV-Ja"
"2114839933-0010";"21.04.2026";"0019533563";"BEIV-Ja;SHZV-Ja"
"2114864500-0010";"21.04.2026";"0019517376";"BEIV-Ja;SHZV-Ja"
"2110325213-0010";"21.04.2026";"0016241873";""
"2110234033-0060";"21.04.2026";"0016004722";""
"2114281900-0010";"21.04.2026";"0016523901";"Global-Nein"
"2110334633-0010";"22.04.2026";"0016105814";"SHZV-Nein"
"2113547111-0010";"22.04.2026";"0019179912";"SHZV-Ja"
"2114968313-0010";"22.04.2026";"0018869525";"SHZV-Ja;SHZA-Nein"
"2110311357-0030";"22.04.2026";"0016083621";""
"2110252612-0130";"22.04.2026";"0016402153";""
"2110235731-0020";"22.04.2026";"0016539347";"SHZV-Nein"
"2110244860-0010";"22.04.2026";"0016184407";""
"2110356751-0020";"22.04.2026";"0016331851";"SHZV-Ja"
"2110336282-0040";"22.04.2026";"0016497401";""
"2110434591-0020";"22.04.2026";"0017539861";""
"2111362716-0010";"22.04.2026";"0018313343";""
"2110274881-0010";"22.04.2026";"0016045721";"SHZV-Ja"
"2110489021-0020";"22.04.2026";"0017402392";"SHZV-Nein"
"2110417190-0010";"22.04.2026";"0017265276";""
"2110392279-0050";"22.04.2026";"0017024373";""
"2112129836-0010";"22.04.2026";"0017837546";""
"2112126310-0010";"22.04.2026";"0017836095";""
"2112661062-0010";"22.04.2026";"0018172585";"SHZV-Ja"
"2114051541-0010";"22.04.2026";"0016128208";"SHZV-Ja"
"2114119702-0020";"22.04.2026";"0019358704";"SHZV-Ja"
"2114240121-0010";"22.04.2026";"0018571028";""
"2114243045-0010";"22.04.2026";"0019069462";""
"2114270172-0020";"22.04.2026";"0018160223";"Global-Nein"
"2114303075-0010";"22.04.2026";"0019404169";"SHZV-Ja"
"2114642667-0010";"22.04.2026";"0018610184";"BEIV-Ja;SHZV-Ja"
"2114467006-0010";"22.04.2026";"0018242156";"SHZV-Ja"
"2114585410-0010";"22.04.2026";"0017860667";"BEIV-Nein;SHZV-Ja"
"2114626101-0010";"22.04.2026";"0017775636";"BEIV-Ja;SHZV-Ja"
"2112992662-0010";"22.04.2026";"0018957828";""
"2114728040-0010";"22.04.2026";"0019059577";"SHZV-Ja"
"2114793275-0010";"22.04.2026";"0019498130";"SHZV-Ja"
"2114816715-0020";"22.04.2026";"0016034092";"SHZV-Ja"
"2114825206-0020";"22.04.2026";"0019524193";"SHZV-Ja"
"2114830201-0010";"22.04.2026";"0016092939";"SHZV-Ja"
"2114829512-0010";"22.04.2026";"0016141011";""
"2114860803-0010";"22.04.2026";"0016415645";"SHZV-Ja"
"2114872202-0010";"22.04.2026";"0018112846";"SHZV-Ja;SHJV-Nein"
"2114888695-0010";"22.04.2026";"0018219089";"BEIV-Ja;SHZV-Ja"
"2114951580-0010";"22.04.2026";"0019567514";"BEIV-Ja;SHZV-Ja"
"2111826392-0010";"22.04.2026";"0018542629";"SHZV-Nein"
"2115073486-0010";"22.04.2026";"0017596526";"SHZV-Ja"
"2115084302-0010";"22.04.2026";"0017647882";""
"2115090367-0010";"22.04.2026";"0016539113";"SHZV-Ja"
"2115122452-0010";"22.04.2026";"0019469416";""
"2115185769-0010";"22.04.2026";"0019289747";"BEIV-Nein;SHZV-Ja"
"2110277277-0030";"22.04.2026";"0016653845";""
"2110293434-0010";"22.04.2026";"0016065888";""
"2110328305-0020";"22.04.2026";"0016100026";""
"2110269017-0020";"22.04.2026";"0016210309";""
"2114289476-0010";"22.04.2026";"0019403251";"Global-Nein"
"2114240949-0020";"22.04.2026";"0016220563";"Global-Nein"
"2115165747-0010";"22.04.2026";"0018845062";"SHZV-Ja"
"2114391209-0010";"22.04.2026";"0019431133";"SHZV-Ja"
"2110240961-0030";"22.04.2026";"0016180195";""
"2111959199-0010";"22.04.2026";"0017608573";"SHZV-Nein"
"2113194040-0010";"22.04.2026";"0019055448";"Global-Nein"
"2110373739-0020";"22.04.2026";"0017344048";""
"2110345184-0010";"22.04.2026";"0016116464";"SHZV-Nein"
"2110340919-0010";"22.04.2026";"0016112310";"Global-Nein"
"2110222223-0010";"22.04.2026";"0016364808";""
"2110631729-0010";"22.04.2026";"0018055793";""
"2110342473-0010";"22.04.2026";"0016258003";"Global-Nein"
"2111318714-0010";"22.04.2026";"0017763002";""
"2110251712-0010";"22.04.2026";"0016641898";""
"2112178998-0010";"22.04.2026";"0016170140";"Global-Nein"
"2110332358-0010";"22.04.2026";"0019343452";""
"2114237004-0010";"22.04.2026";"0016225416";"Global-Nein"
"2114328860-0010";"22.04.2026";"0016020952";"SHZV-Ja"
"2114826470-0010";"22.04.2026";"0019534951";"Global-Nein"
"2112662065-0010";"22.04.2026";"0016103581";"SHZV-Nein"
"2114992221-0010";"22.04.2026";"0019577317";""
"2110219361-0010";"22.04.2026";"0016155333";"SHZV-Nein"
"2113052888-0010";"22.04.2026";"0017821370";"SHZV-Ja"
"2113741234-0010";"22.04.2026";"0019242970";""
"2114808326-0020";"22.04.2026";"0018020576";"BEIV-Ja;SHZV-Ja"
"2114808313-0020";"22.04.2026";"0016406786";"SHZV-Ja"
"2114824844-0020";"22.04.2026";"0017726940";"SHZV-Ja"
"2110294989-0030";"22.04.2026";"0016066746";""
"2110238134-0010";"22.04.2026";"0016379773";"BEIV-Ja;SHZV-Ja"
"2113409113-0010";"22.04.2026";"0016646097";"SHZV-Ja"
"2114295034-0010";"22.04.2026";"0019404972";"BEIV-Ja"
"2114362424-0010";"22.04.2026";"0017364737";"SHZV-Ja"
"2114840283-0010";"22.04.2026";"0018466209";"BEIV-Ja;SHZV-Ja"
"2110349451-0010";"22.04.2026";"0016127186";"SHZV-Ja"
"2114974505-0010";"22.04.2026";"0019137165";"SHZV-Ja"
"2114816656-0010";"22.04.2026";"0016513450";"BEIV-Ja;SHZV-Ja"
"2114882645-0010";"22.04.2026";"0019549418";"SHZV-Ja"
"2112998193-0010";"22.04.2026";"0018511254";""
"2114111081-0020";"22.04.2026";"0019356069";"SHZV-Ja"
"2114423337-0020";"22.04.2026";"0019217090";"SHZV-Ja"
"2114636354-0010";"22.04.2026";"0018744002";"SHZV-Ja"
"2114614023-0020";"22.04.2026";"0019328935";"SHZV-Ja"
"2114728267-0020";"22.04.2026";"0019216322";"SHZV-Ja"
"2114900697-0020";"22.04.2026";"0019557105";"SHZV-Ja"
"2114867440-0020";"22.04.2026";"0019280863";"SHZV-Nein"
"2115005903-0020";"22.04.2026";"0019580627";"SHZV-Ja"
"2115007614-0010";"22.04.2026";"0016406826";""
"2115031777-0020";"22.04.2026";"0019587283";"SHZV-Ja"
"2115043056-0010";"22.04.2026";"0019590642";"SHZV-Ja"
"2115046604-0020";"22.04.2026";"0018774724";"SHZV-Ja"
"2115048188-0010";"22.04.2026";"0019282880";"SHZV-Ja"
"2115069032-0010";"22.04.2026";"0019013142";"SHZV-Ja"
"2113456889-0010";"22.04.2026";"0019147862";"SHZV-Ja"
"2115087163-0020";"22.04.2026";"0019601223";"SHZV-Nein"
"2115111688-0020";"22.04.2026";"0019606345";""
"2115114735-0020";"22.04.2026";"0019606946";""
"2115132530-0020";"22.04.2026";"0019253056";"SHZV-Ja"
"2114456000-0010";"22.04.2026";"0016439730";"SHZV-Ja"
"2115141157-0020";"22.04.2026";"0019612424";"SHZV-Ja"
"2115144531-0020";"22.04.2026";"0019381908";"SHZV-Ja"
"2115145959-0020";"22.04.2026";"0019382895";"SHZV-Ja"
"2115146699-0020";"22.04.2026";"0019613436";"SHZV-Nein"
"2115149547-0020";"22.04.2026";"0019613858";""
"2115151609-0020";"22.04.2026";"0019614258";""
"2115152263-0020";"22.04.2026";"0019525152";""
"2115157419-0010";"22.04.2026";"0016355895";"SHZV-Ja"
"2115157543-0010";"22.04.2026";"0019571745";"BEIV-Ja;SHZV-Ja"
"2115157548-0020";"22.04.2026";"0019432232";"BEIV-Ja;SHZV-Ja"
"2115157682-0010";"22.04.2026";"0019494963";"SHZV-Ja"
"2115158463-0010";"22.04.2026";"0019255683";"BEIV-Nein;SHZV-Ja"
"2115168051-0010";"22.04.2026";"0019606996";"SHZV-Ja"
"2115168434-0010";"22.04.2026";"0019566644";"BEIV-Nein;SHZV-Ja"
"2114456539-0010";"22.04.2026";"0018632560";"SHZV-Ja"
"2114740748-0010";"22.04.2026";"0016512186";"SHZV-Ja"
"2114754500-0010";"22.04.2026";"0016001216";""
"2110336086-0020";"22.04.2026";"0016106957";"SHZV-Nein"
"2115185205-0010";"22.04.2026";"0018289897";"SHZV-Ja"
"2115189692-0010";"22.04.2026";"0019623638";"SHZV-Ja"
"2114817818-0020";"22.04.2026";"0016039333";"SHZV-Ja"
"2115144979-0010";"22.04.2026";"0019474141";"SHZV-Ja"
"2115184153-0010";"22.04.2026";"0018271012";"BEIV-Nein;SHZV-Ja"
"2115184586-0010";"22.04.2026";"0019550855";"SHZV-Nein"
"2115185627-0010";"22.04.2026";"0018539795";"SHZV-Ja"
"2115186916-0010";"22.04.2026";"0019623019";"SHZV-Nein"
"2115188092-0010";"22.04.2026";"0017644055";"BEIV-Ja;SHZV-Ja"
"2115188873-0010";"22.04.2026";"0019623425";"SHZV-Nein"
"2115189677-0010";"22.04.2026";"0019623627";"Global-Nein"
"2115189665-0010";"22.04.2026";"0019623620";"SHZV-Ja"
"2115192471-0010";"22.04.2026";"0019624272";"SHZV-Ja"
"2115193335-0010";"22.04.2026";"0019624528";""
"2115193418-0010";"22.04.2026";"0019624580";"SHZV-Nein"
"2115193869-0010";"22.04.2026";"0019624669";"SHZV-Nein"
"2114049511-0010";"22.04.2026";"0019335252";"SHZV-Ja"
"2115183383-0010";"22.04.2026";"0019622046";"SHZV-Ja"
"2114835166-0010";"22.04.2026";"0016008254";"Global-Nein"
"2115194391-0010";"22.04.2026";"0019624819";""
"2115194405-0010";"22.04.2026";"0019624820";"SHZV-Ja"
"2113590882-0010";"22.04.2026";"0017836477";"BEIV-Ja"
"2113053089-0010";"22.04.2026";"0017485202";"BEIV-Ja;SHZV-Ja"
"2112814751-0010";"22.04.2026";"0018903696";"BEIV-Ja"
"2110515103-0040";"22.04.2026";"0017307044";"SHZV-Ja"
"2111462015-0010";"22.04.2026";"0018357258";"SHZV-Ja"
"2110242152-0010";"22.04.2026";"0016180718";"SHZV-Ja"
"2114082260-0010";"22.04.2026";"0017407202";"SHZV-Ja"
"2114214083-0010";"22.04.2026";"0019070256";"SHZV-Ja"
"2114816367-0020";"22.04.2026";"0016046282";"SHZV-Ja"
"2114456000-0010";"22.04.2026";"0019447624";""
"2115134547-0010";"22.04.2026";"0019013586";"SHZV-Ja"
"2115194606-0010";"22.04.2026";"0019305991";"Global-Nein"
"2114850548-0010";"23.04.2026";"0019271939";"SHZV-Ja"
"2114437249-0010";"23.04.2026";"0019442917";"Global-Nein"
"2113620587-0010";"23.04.2026";"0019206545";""
"2110286740-0050";"23.04.2026";"0016445719";"SHZV-Ja"
"2110292515-0010";"23.04.2026";"0016064612";""
"2110466916-0010";"23.04.2026";"0016011881";""
"2113351921-0010";"23.04.2026";"0018522048";""
"2113122380-0010";"23.04.2026";"0019016284";""
"2111930312-0010";"23.04.2026";"0018578725";""
"2113544254-0010";"23.04.2026";"0016649320";""
"2113840358-0010";"23.04.2026";"0019270807";"SHZV-Ja"
"2114062920-0010";"23.04.2026";"0019339501";""
"2112982730-0010";"23.04.2026";"0017337878";"SHZV-Nein"
"2114424898-0020";"23.04.2026";"0019439967";"SHZV-Ja"
"2114244402-0010";"23.04.2026";"0018912272";""
"2114313769-0010";"23.04.2026";"0018266679";"SHZV-Ja"
"2114352330-0010";"23.04.2026";"0018171554";"SHZV-Ja"
"2114352834-0010";"23.04.2026";"0019420607";""
"2113800610-0020";"23.04.2026";"0018258956";""
"2111942947-0010";"23.04.2026";"0018555014";""
"2114244214-0010";"23.04.2026";"0015538704";"Global-Nein"
"2114573982-0010";"23.04.2026";"0017253753";"SHZV-Ja"
"2114588074-0010";"23.04.2026";"0018214226";"SHZV-Ja"
"2113363763-0010";"23.04.2026";"0019115899";"SHZV-Ja"
"2114621782-0010";"23.04.2026";"0018065409";"Global-Nein"
"2114708602-0020";"23.04.2026";"0019252216";"SHZV-Ja"
"2114713182-0010";"23.04.2026";"0018858506";"SHZV-Ja"
"2114777647-0010";"23.04.2026";"0018762421";"SHZV-Ja"
"2114828334-0010";"23.04.2026";"0016475113";"SHZV-Ja"
"2114895774-0010";"23.04.2026";"0019353679";"SHZV-Ja"
"2114902212-0010";"23.04.2026";"0019445337";"SHZV-Ja"
"2114954107-0010";"23.04.2026";"0016522485";"SHZV-Ja"
"2114934717-0010";"23.04.2026";"0018878628";"SHZV-Ja"
"2115002953-0010";"23.04.2026";"0018897829";"SHZV-Ja"
"2111620135-0010";"23.04.2026";"0017821941";""
"2115026488-0010";"23.04.2026";"0016446007";"SHZV-Ja"
"2114660925-0010";"23.04.2026";"0018204679";"SHZV-Ja"
"2110279606-0010";"23.04.2026";"0016215699";"SHZV-Ja"
"2115078826-0010";"23.04.2026";"0018597583";""
"2115115525-0010";"23.04.2026";"0019561554";"SHZV-Nein"
"2115122092-0010";"23.04.2026";"0018199415";"SHZV-Ja"
"2115147578-0010";"23.04.2026";"0019129964";"SHZV-Nein"
"2115193655-0010";"23.04.2026";"0019624641";"SHZV-Ja"
"2111411021-0020";"23.04.2026";"0018348669";""
"2114872023-0010";"23.04.2026";"0019240870";"SHZV-Ja"
"2115093888-0010";"23.04.2026";"0017045583";""
"2110340358-0010";"23.04.2026";"0016111380";""
"2110302193-0050";"23.04.2026";"0016670245";"SHZV-Ja"
"2113155423-0010";"23.04.2026";"0019041913";"SHZV-Ja"
"2114808872-0010";"23.04.2026";"0017724362";"Global-Nein"
"2114913628-0010";"23.04.2026";"0016001978";""
"2110254938-0010";"23.04.2026";"0016023705";"Global-Nein"
"2110286057-0010";"23.04.2026";"0016057848";"Global-Nein"
"2113554887-0010";"23.04.2026";"0018275012";"Global-Nein"
"2112127797-0010";"23.04.2026";"0017837197";"Global-Nein"
"2112127597-0010";"23.04.2026";"0017835190";""
"2110825436-0010";"23.04.2026";"0017798750";"HBWV-Nein"
"2110329642-0010";"23.04.2026";"0016244603";""
"2110226801-0020";"23.04.2026";"0016164534";"Global-Nein"
"2114416386-0010";"23.04.2026";"0019437967";"SHZV-Nein"
"2114201662-0010";"23.04.2026";"0018646398";""
"2112013534-0010";"23.04.2026";"0018428461";"Global-Nein"
